vid,pid,dev_name,man_name
05dc,0100,"JumpDrive PRO","Lexar Media, Inc."
05dc,0200,"JumpDrive 2.0 Pro","Lexar Media, Inc."
05dc,0300,"Jumpdrive Geysr","Lexar Media, Inc."
05dc,0301,"JumpDrive Classic","Lexar Media, Inc."
05dc,0302,"JD Micro","Lexar Media, Inc."
05dc,0303,"JD Micro Pro","Lexar Media, Inc."
05dc,0304,"JD Secure II","Lexar Media, Inc."
05dc,0310,"JumpDrive","Lexar Media, Inc."
05dc,0311,"JumpDrive Classic","Lexar Media, Inc."
05dc,0312,"JD Micro","Lexar Media, Inc."
05dc,0313,"JD Micro Pro","Lexar Media, Inc."
05dc,0320,"JumpDrive","Lexar Media, Inc."
05dc,0321,"JD Micro","Lexar Media, Inc."
05dc,0322,"JD Micro Pro","Lexar Media, Inc."
05dc,0323,"UFC","Lexar Media, Inc."
05dc,0330,"JumpDrive Expression","Lexar Media, Inc."
05dc,0340,"JumpDrive TAD","Lexar Media, Inc."
05dc,0350,"Express Card","Lexar Media, Inc."
05dc,0400,"UFDC","Lexar Media, Inc."
05dc,0401,"UFDC","Lexar Media, Inc."
05dc,0403,"Locked B Device","Lexar Media, Inc."
05dc,0405,"Locked C Device","Lexar Media, Inc."
05dc,0407,"Locked D Device","Lexar Media, Inc."
05dc,0409,"Locked E Device","Lexar Media, Inc."
05dc,040b,"Locked F Device","Lexar Media, Inc."
05dc,040d,"Locked G Device","Lexar Media, Inc."
05dc,040f,"Locked H Device","Lexar Media, Inc."
05dc,0410,"JumpDrive","Lexar Media, Inc."
05dc,0411,"JumpDrive","Lexar Media, Inc."
05dc,0413,"Locked J Device","Lexar Media, Inc."
05dc,0415,"Locked K Device","Lexar Media, Inc."
05dc,0417,"Locked L Device","Lexar Media, Inc."
05dc,0419,"Locked M Device","Lexar Media, Inc."
05dc,041b,"Locked N Device","Lexar Media, Inc."
05dc,041d,"Locked O Device","Lexar Media, Inc."
05dc,041f,"Locked P Device","Lexar Media, Inc."
05dc,0420,"JumpDrive","Lexar Media, Inc."
05dc,0421,"JumpDrive","Lexar Media, Inc."
05dc,0423,"Locked R Device","Lexar Media, Inc."
05dc,0425,"Locked S Device","Lexar Media, Inc."
05dc,0427,"Locked T Device","Lexar Media, Inc."
05dc,0429,"Locked U Device","Lexar Media, Inc."
05dc,042b,"Locked V Device","Lexar Media, Inc."
05dc,042d,"Locked W Device","Lexar Media, Inc."
05dc,042f,"Locked X Device","Lexar Media, Inc."
05dc,0431,"Locked Y Device","Lexar Media, Inc."
05dc,0433,"Locked Z Device","Lexar Media, Inc."
05dc,4d02,"MP3 Player","Lexar Media, Inc."
05dc,4d12,"MP3 Player","Lexar Media, Inc."
05dc,4d30,"MP3 Player","Lexar Media, Inc."
05dc,a201,"JumpDrive S70 4GB","Lexar Media, Inc."
05dc,a209,"JumpDrive S70","Lexar Media, Inc."
05dc,a300,"JumpDrive2","Lexar Media, Inc."
05dc,a400,"JumpDrive trade; Pro 40-501","Lexar Media, Inc."
05dc,a410,"JumpDrive 128MB/256MB","Lexar Media, Inc."
05dc,a411,"JumpDrive Traveler","Lexar Media, Inc."
05dc,a420,"JumpDrive Pro","Lexar Media, Inc."
05dc,a421,"JumpDrive Pro II","Lexar Media, Inc."
05dc,a422,"JumpDrive Micro Pro","Lexar Media, Inc."
05dc,a430,"JumpDrive Secure","Lexar Media, Inc."
05dc,a431,"JumpDrive Secure II","Lexar Media, Inc."
05dc,a432,"JumpDrive Classic","Lexar Media, Inc."
05dc,a440,"JumpDrive Lightning","Lexar Media, Inc."
05dc,a450,"JumpDrive TouchGuard","Lexar Media, Inc."
05dc,a460,"JD Mercury","Lexar Media, Inc."
05dc,a501,"JumpDrive Classic","Lexar Media, Inc."
05dc,a510,"JumpDrive Sport","Lexar Media, Inc."
05dc,a530,"JumpDrive Expression","Lexar Media, Inc."
05dc,a531,"JumpDrive Secure II","Lexar Media, Inc."
05dc,a560,"JumpDrive FireFly","Lexar Media, Inc."
05dc,a701,"JumpDrive FireFly","Lexar Media, Inc."
05dc,a731,"JumpDrive FireFly","Lexar Media, Inc."
05dc,a762,"JumpDrive FireFly","Lexar Media, Inc."
05dc,a768,"JumpDrive Retrax","Lexar Media, Inc."
05dc,a790,"JumpDrive 2GB","Lexar Media, Inc."
05dc,a811,"16GB Gizmo!","Lexar Media, Inc."
05dc,a813,"16gB flash thumb drive","Lexar Media, Inc."
05dc,a815,"JumpDrive V10","Lexar Media, Inc."
05dc,a81d,"LJDTT16G [JumpDrive 16GB]","Lexar Media, Inc."
05dc,a833,"JumpDrive S23 64GB","Lexar Media, Inc."
05dc,a838,"JumpDrive Tough","Lexar Media, Inc."
05dc,b002,"USB CF Reader","Lexar Media, Inc."
05dc,b018,"Multi-Card Reader","Lexar Media, Inc."
05dc,b047,"SDHC Reader [RW047-7000]","Lexar Media, Inc."
05dc,b051,"microSD RDR UHS-I Card Reader [LRWM03U-7000]","Lexar Media, Inc."
05dc,ba02,"Workflow CFR1","Lexar Media, Inc."
05dc,ba0a,"Workflow DD512","Lexar Media, Inc."
05dc,c753,"JumpDrive TwistTurn","Lexar Media, Inc."
05dc,c75c,"JumpDrive V10","Lexar Media, Inc."
05dd,a011,"HID UPS Battery","Delta Electronics, Inc."
05dd,ff31,"AWU-120","Delta Electronics, Inc."
05dd,ff32,"FriendlyNET AeroLAN AL2011","Delta Electronics, Inc."
05dd,ff35,"PCW 100 - Wireless 802.11b Adapter","Delta Electronics, Inc."
05dd,ff91,"2Wire PC Port Phoneline 10Mbps Adapter","Delta Electronics, Inc."
05e0,0700,"Bar Code Scanner (CS1504)","Symbol Technologies"
05e0,0800,"Spectrum24 Wireless LAN Adapter","Symbol Technologies"
05e0,1200,"Bar Code Scanner","Symbol Technologies"
05e0,1701,"Bar Code Scanner (CDC)","Symbol Technologies"
05e0,1900,"SNAPI Imaging Device","Symbol Technologies"
05e0,1a00,"CS4070 Barcode Scanner","Symbol Technologies"
05e0,2000,"MC3090 Rugged Mobile Computer","Symbol Technologies"
05e0,200d,"MC70 Rugged Mobile Computer","Symbol Technologies"
05e1,0100,"802.11g + Bluetooth Wireless Adapter","Syntek Semiconductor Co., Ltd"
05e1,0408,"STK1160 Video Capture Device","Syntek Semiconductor Co., Ltd"
05e1,0500,"DC-112X Webcam","Syntek Semiconductor Co., Ltd"
05e1,0501,"DC-1125 Webcam","Syntek Semiconductor Co., Ltd"
05e1,0890,"STK011 Camera","Syntek Semiconductor Co., Ltd"
05e1,0892,"STK013 Camera","Syntek Semiconductor Co., Ltd"
05e1,0895,"STK016 Camera","Syntek Semiconductor Co., Ltd"
05e1,0896,"STK017 Camera","Syntek Semiconductor Co., Ltd"
05e1,2010,"ARCTIC Sound P261 Headphones","Syntek Semiconductor Co., Ltd"
05e3,000a,"Keyboard with PS/2 Port","Genesys Logic, Inc."
05e3,000b,"Mouse","Genesys Logic, Inc."
05e3,0100,"Nintendo Game Boy Advance SP","Genesys Logic, Inc."
05e3,0120,"Pacific Image Electronics PrimeFilm 1800u slide/negative scanner","Genesys Logic, Inc."
05e3,0131,"CF/SM Reader/Writer","Genesys Logic, Inc."
05e3,0142,"Multiple Slides Scanner-3600","Genesys Logic, Inc."
05e3,0143,"Multiple Frames Film Scanner-36series","Genesys Logic, Inc."
05e3,0145,"Reflecta CrystalScan 7200 Photo-Scanner","Genesys Logic, Inc."
05e3,0180,"Plustek Scanner","Genesys Logic, Inc."
05e3,0182,"Wize Media 1000","Genesys Logic, Inc."
05e3,0189,"ScanJet 4600 series","Genesys Logic, Inc."
05e3,018a,"Xerox 6400","Genesys Logic, Inc."
05e3,0300,"GLUSB98PT Parallel Port","Genesys Logic, Inc."
05e3,0301,"USB2LPT Cable Release2","Genesys Logic, Inc."
05e3,0406,"Hub","Genesys Logic, Inc."
05e3,0501,"GL620USB Host-Host interface","Genesys Logic, Inc."
05e3,0502,"GL620USB-A GeneLink USB-USB Bridge","Genesys Logic, Inc."
05e3,0503,"Webcam","Genesys Logic, Inc."
05e3,0504,"HID Keyboard Filter","Genesys Logic, Inc."
05e3,0510,"Camera","Genesys Logic, Inc."
05e3,0604,"USB 1.1 Hub","Genesys Logic, Inc."
05e3,0605,"Hub","Genesys Logic, Inc."
05e3,0606,"USB 2.0 Hub / D-Link DUB-H4 USB 2.0 Hub","Genesys Logic, Inc."
05e3,0607,"Logitech G110 Hub","Genesys Logic, Inc."
05e3,0608,"Hub","Genesys Logic, Inc."
05e3,0610,"Hub","Genesys Logic, Inc."
05e3,0612,"Hub","Genesys Logic, Inc."
05e3,0616,"hub","Genesys Logic, Inc."
05e3,0618,"Hub","Genesys Logic, Inc."
05e3,0620,"GL3523 Hub","Genesys Logic, Inc."
05e3,0626,"Hub","Genesys Logic, Inc."
05e3,0660,"USB 2.0 Hub","Genesys Logic, Inc."
05e3,0700,"SIIG US2256 CompactFlash Card Reader","Genesys Logic, Inc."
05e3,0701,"USB 2.0 IDE Adapter","Genesys Logic, Inc."
05e3,0702,"USB 2.0 IDE Adapter [GL811E]","Genesys Logic, Inc."
05e3,0703,"Card Reader","Genesys Logic, Inc."
05e3,0704,"Card Reader","Genesys Logic, Inc."
05e3,0705,"Card Reader","Genesys Logic, Inc."
05e3,0706,"Card Reader","Genesys Logic, Inc."
05e3,0707,"Card Reader","Genesys Logic, Inc."
05e3,0708,"Card Reader","Genesys Logic, Inc."
05e3,0709,"Card Reader","Genesys Logic, Inc."
05e3,070a,"Pen Flash","Genesys Logic, Inc."
05e3,070b,"DMHS1B Rev 3 DFU Adapter","Genesys Logic, Inc."
05e3,070e,"USB 2.0 Card Reader","Genesys Logic, Inc."
05e3,070f,"Pen Flash","Genesys Logic, Inc."
05e3,0710,"USB 2.0 33-in-1 Card Reader","Genesys Logic, Inc."
05e3,0711,"Card Reader","Genesys Logic, Inc."
05e3,0712,"Delkin Mass Storage Device","Genesys Logic, Inc."
05e3,0715,"USB 2.0 microSD Reader","Genesys Logic, Inc."
05e3,0716,"Multislot Card Reader/Writer","Genesys Logic, Inc."
05e3,0717,"All-in-1 Card Reader","Genesys Logic, Inc."
05e3,0718,"IDE/SATA Adapter","Genesys Logic, Inc."
05e3,0719,"SATA adapter","Genesys Logic, Inc."
05e3,0722,"SD/MMC card reader","Genesys Logic, Inc."
05e3,0723,"GL827L SD/MMC/MS Flash Card Reader","Genesys Logic, Inc."
05e3,0726,"SD Card Reader","Genesys Logic, Inc."
05e3,0727,"microSD Reader/Writer","Genesys Logic, Inc."
05e3,0731,"GL3310 SATA 3Gb/s Bridge Controller","Genesys Logic, Inc."
05e3,0732,"All-in-One Cardreader","Genesys Logic, Inc."
05e3,0736,"Colour arc SD Card Reader [PISEN]","Genesys Logic, Inc."
05e3,0738,"Card reader","Genesys Logic, Inc."
05e3,0741,"microSD Card Reader","Genesys Logic, Inc."
05e3,0743,"SDXC and microSDXC CardReader","Genesys Logic, Inc."
05e3,0745,"Logilink CR0012","Genesys Logic, Inc."
05e3,0748,"All-in-One Cardreader","Genesys Logic, Inc."
05e3,0749,"SD Card Reader and Writer","Genesys Logic, Inc."
05e3,0751,"microSD Card Reader","Genesys Logic, Inc."
05e3,0752,"micros Reader","Genesys Logic, Inc."
05e3,0760,"USB 2.0 Card Reader/Writer","Genesys Logic, Inc."
05e3,0761,"Genesys Mass Storage Device","Genesys Logic, Inc."
05e3,0780,"USBFS DFU Adapter","Genesys Logic, Inc."
05e3,07a0,"Pen Flash","Genesys Logic, Inc."
05e3,0880,"Wasp (SL-6612)","Genesys Logic, Inc."
05e3,0927,"Card Reader","Genesys Logic, Inc."
05e3,1205,"Afilias Optical Mouse H3003 / Trust Optical USB MultiColour Mouse MI-2330","Genesys Logic, Inc."
05e3,a700,"Pen Flash","Genesys Logic, Inc."
05e3,f102,"VX7012 TV Box","Genesys Logic, Inc."
05e3,f103,"VX7012 TV Box","Genesys Logic, Inc."
05e3,f104,"VX7012 TV Box","Genesys Logic, Inc."
05e3,f12a,"Digital Microscope","Genesys Logic, Inc."
05e3,fd21,"3M TL20 Temperature Logger","Genesys Logic, Inc."
05e3,fe00,"Razer Mouse","Genesys Logic, Inc."
05e9,0008,"KL5KUSB101B Ethernet [klsi]","Kawasaki LSI"
05e9,0009,"Sony 10Mbps Ethernet [pegasus]","Kawasaki LSI"
05e9,000c,"USB-to-RS-232","Kawasaki LSI"
05e9,000d,"USB-to-RS-232","Kawasaki LSI"
05e9,0014,"RS-232 J104","Kawasaki LSI"
05e9,0040,"Ethernet Adapter","Kawasaki LSI"
05e9,2008,"Ethernet Adapter","Kawasaki LSI"
05ef,020a,"Top Shot Pegasus Joystick","AVB, Inc. [anko?]"
05ef,8884,"Mag Turbo Force Wheel","AVB, Inc. [anko?]"
05ef,8888,"Top Shot Force Feedback Racing Wheel","AVB, Inc. [anko?]"
05f0,0101,"DA-Port DAC","Canopus Co., Ltd"
05f2,0010,"AQ Mouse","Dexin Corp., Ltd"
05f3,0007,"Kinesis Advantage PRO MPC/USB Keyboard","PI Engineering, Inc."
05f3,0081,"Kinesis Integrated Hub","PI Engineering, Inc."
05f3,00ff,"VEC Footpedal","PI Engineering, Inc."
05f3,0203,"Y-mouse Keyboard & Mouse Adapter","PI Engineering, Inc."
05f3,020b,"PS2 Adapter","PI Engineering, Inc."
05f3,0232,"X-Keys Switch Interface, Programming Mode","PI Engineering, Inc."
05f3,0261,"X-Keys Switch Interface, SPLAT Mode","PI Engineering, Inc."
05f3,0264,"X-Keys Switch Interface, Composite Mode","PI Engineering, Inc."
05f9,1104,"Magellan 2200VS","PSC Scanning, Inc."
05f9,1206,"Gryphon series (OEM mode)","PSC Scanning, Inc."
05f9,120c,"Gryphon GD4430-BK","PSC Scanning, Inc."
05f9,2202,"Point of Sale Handheld Scanner","PSC Scanning, Inc."
05f9,2206,"Gryphon series (keyboard emulation mode)","PSC Scanning, Inc."
05f9,220c,"Datalogic Gryphon GD4430","PSC Scanning, Inc."
05f9,2601,"Datalogic Magellan 1000i Barcode Scanner","PSC Scanning, Inc."
05f9,2602,"Datalogic Magellan 1100i Barcode Scanner","PSC Scanning, Inc."
05f9,4204,"Gryphon series (RS-232 emulation mode)","PSC Scanning, Inc."
05f9,5204,"Datalogic Gryphon GFS4170 (config mode)","PSC Scanning, Inc."
05fa,3301,"Keyboard with PS/2 Mouse Port","Siemens Telecommunications Systems, Ltd"
05fa,3302,"Keyboard","Siemens Telecommunications Systems, Ltd"
05fa,3303,"Keyboard with PS/2 Mouse Port","Siemens Telecommunications Systems, Ltd"
05fc,0001,"Soundcraft Si Multi Digital Card","Harman"
05fc,0010,"Soundcraft Si MADI combo card","Harman"
05fc,0021,"Soundcraft Signature 12 MTK","Harman"
05fc,7849,"Harman/Kardon SoundSticks","Harman"
05fd,0239,"SV-239 HammerHead Digital","InterAct, Inc."
05fd,0251,"Raider Pro","InterAct, Inc."
05fd,0253,"ProPad 8 Digital","InterAct, Inc."
05fd,0286,"SV-286 Cyclone Digital","InterAct, Inc."
05fd,1007,"Mad Catz Controller","InterAct, Inc."
05fd,107a,"PowerPad Pro X-Box pad","InterAct, Inc."
05fd,262a,"3dfx HammerHead FX","InterAct, Inc."
05fd,262f,"HammerHead Fx","InterAct, Inc."
05fd,daae,"Game Shark","InterAct, Inc."
05fd,dbae,"Datel XBoxMC","InterAct, Inc."
05fe,0001,"Mouse","Chic Technology Corp."
05fe,0003,"Cypress USB Mouse","Chic Technology Corp."
05fe,0005,"Viewmaster 4D Browser Mouse","Chic Technology Corp."
05fe,0007,"Twinhead Mouse","Chic Technology Corp."
05fe,0009,"Inland Pro 4500/5000 Mouse","Chic Technology Corp."
05fe,0011,"Browser Mouse","Chic Technology Corp."
05fe,0014,"Gamepad","Chic Technology Corp."
05fe,1010,"Optical Wireless","Chic Technology Corp."
05fe,2001,"Microsoft Wireless Receiver 700","Chic Technology Corp."
05fe,3030,"Controller","Chic Technology Corp."
05fe,3031,"Controller","Chic Technology Corp."
0601,0003,"Internet Security Co., Ltd. SecureKey","Jazz Hipster Corp."
0602,1001,"ViCam Webcam","Vista Imaging, Inc."
0603,0002,"Sino Wealth keyboard/mouse 2.4 GHz receiver","Novatek Microelectronics Corp."
0603,00f1,"Keyboard (Labtec Ultra Flat Keyboard)","Novatek Microelectronics Corp."
0603,00f2,"Keyboard (Labtec Ultra Flat Keyboard)","Novatek Microelectronics Corp."
0603,1002,"Mobius actioncam (webcam mode)","Novatek Microelectronics Corp."
0603,6871,"Mouse","Novatek Microelectronics Corp."
0603,8611,"NTK96550 based camera","Novatek Microelectronics Corp."
0609,031d,"eHome Infrared Receiver","SMK Manufacturing, Inc."
0609,0322,"eHome Infrared Receiver","SMK Manufacturing, Inc."
0609,0334,"eHome Infrared Receiver","SMK Manufacturing, Inc."
0609,ff12,"SMK Bluetooth Device","SMK Manufacturing, Inc."
060b,0001,"MacAlly Keyboard","Solid Year"
060b,0230,"KSK-8003 UX Keyboard","Solid Year"
060b,0540,"DeltaCo TB-106U Keyboard","Solid Year"
060b,1006,"Japanese Keyboard - 260U","Solid Year"
060b,2101,"Keyboard","Solid Year"
060b,2231,"KSK-6001 UELX Keyboard","Solid Year"
060b,2270,"Gigabyte K8100 Aivia Gaming Keyboard","Solid Year"
060b,500a,"Cougar 500k Gaming Keyboard","Solid Year"
060b,5253,"Thermaltake MEKA G-Unit Gaming Keyboard","Solid Year"
060b,5811,"ACK-571U Wireless Keyboard","Solid Year"
060b,5903,"Japanese Keyboard - 595U","Solid Year"
060b,6001,"SolidTek USB 2p HUB","Solid Year"
060b,6002,"SolidTek USB Keyboard","Solid Year"
060b,6003,"Japanese Keyboard - 600HM","Solid Year"
060b,6231,"Thermaltake eSPORTS Meka Keyboard","Solid Year"
060b,8007,"P-W1G1F12 VER:1 [Macally MegaCam]","Solid Year"
060b,a001,"Maxwell Compact Pc PM3","Solid Year"
0617,000a,"Thymio-II","Swiss Federal Insitute of Technology"
0617,000c,"Thymio-II Wireless","Swiss Federal Insitute of Technology"
0618,0101,"Mouse","MacAlly"
0619,0101,"SLP-100 Driver","Seiko Instruments, Inc."
0619,0102,"SLP-200 Driver","Seiko Instruments, Inc."
0619,0103,"SLP-100N Driver","Seiko Instruments, Inc."
0619,0104,"SLP-200N Driver","Seiko Instruments, Inc."
0619,0105,"SLP-240 Driver","Seiko Instruments, Inc."
0619,0501,"SLP-440 Driver","Seiko Instruments, Inc."
0619,0502,"SLP-450 Driver","Seiko Instruments, Inc."
061a,0110,"5thSense Fingerprint Sensor","Veridicom International, Inc."
061a,0200,"FPS200 Fingerprint Sensor","Veridicom International, Inc."
061a,8200,"VKI-A Fingerprint Sensor/Flash Storage (dumb)","Veridicom International, Inc."
061a,9200,"VKI-B Fingerprint Sensor/Flash Storage (smart)","Veridicom International, Inc."
061d,c020,"SSU-100","Quatech, Inc."
061e,0001,"nissei 128DE-USB -","Nissei Electric Co."
061e,0010,"nissei 128DE-PNA -","Nissei Electric Co."
0620,0004,"QuickVideo weeCam","Alaris, Inc."
0620,0007,"QuickVideo weeCam","Alaris, Inc."
0620,000a,"QuickVideo weeCam","Alaris, Inc."
0620,000b,"QuickVideo weeCam","Alaris, Inc."
0624,0013,"SC Secure KVM","Avocent Corp."
0624,0248,"Virtual Hub","Avocent Corp."
0624,0249,"Virtual Keyboard/Mouse","Avocent Corp."
0624,0251,"Virtual Mass Storage","Avocent Corp."
0624,0252,"Virtual SD card reader","Avocent Corp."
0624,0294,"Dell 03R874 KVM dongle","Avocent Corp."
0624,0402,"Cisco Virtual Keyboard and Mouse","Avocent Corp."
0624,0403,"Cisco Virtual Mass Storage","Avocent Corp."
0624,1774,"Cybex SC985","Avocent Corp."
062a,0000,"Optical mouse","MosArt Semiconductor Corp."
062a,0001,"Notebook Optical Mouse","MosArt Semiconductor Corp."
062a,0020,"Logic3 Gamepad","MosArt Semiconductor Corp."
062a,0033,"Competition Pro Steering Wheel","MosArt Semiconductor Corp."
062a,0102,"Wireless Keyboard/Mouse Combo [MK1152WC]","MosArt Semiconductor Corp."
062a,0201,"Defender Office Keyboard (K7310) S Zodiak KM-9010","MosArt Semiconductor Corp."
062a,0252,"Emerge Uni-retractable Laser Mouse","MosArt Semiconductor Corp."
062a,2410,"Wireless PS3 gamepad","MosArt Semiconductor Corp."
062a,3286,"Nano Receiver [Sandstrom Laser Mouse SMWLL11]","MosArt Semiconductor Corp."
062a,4101,"Wireless Keyboard/Mouse","MosArt Semiconductor Corp."
062a,4102,"Wireless Mouse","MosArt Semiconductor Corp."
062a,4106,"Wireless Mouse 2.4G","MosArt Semiconductor Corp."
062a,4c01,"2,4Ghz Wireless Transceiver [for Delux M618 Plus Wireless Vertical Mouse]","MosArt Semiconductor Corp."
062a,6301,"Trust Wireless Optical Mouse MI-4150K","MosArt Semiconductor Corp."
062a,9003,"VoIP Conference Hub (A16GH)","MosArt Semiconductor Corp."
062a,9004,"USR9602 USB Internet Mini Phone","MosArt Semiconductor Corp."
0634,0655,"Embedded Mass Storage Drive [RealSSD]","Micron Technology, Inc."
0636,0003,"Vivicam 35Xx","Sierra Imaging, Inc."
0638,0268,"iVina 1200U Scanner","Avision, Inc."
0638,026a,"Minolta Dimage Scan Dual II AF-2820U (2886)","Avision, Inc."
0638,0a10,"iVina FB1600/UMAX Astra 4500","Avision, Inc."
0638,0a13,"AV600U","Avision, Inc."
0638,0a15,"Konica Minolta SC-110","Avision, Inc."
0638,0a16,"Konica Minolta SC-215","Avision, Inc."
0638,0a2a,"AV220 C2","Avision, Inc."
0638,0a30,"UMAX Astra 6700 Scanner","Avision, Inc."
0638,0a41,"Avision AM3000/MF3000 Series","Avision, Inc."
0638,0f01,"fi-4010CU","Avision, Inc."
0638,4004,"Minolta Dimage Scan Elite II AF-2920 (2888)","Avision, Inc."
0640,0026,"LPC-Stick","Hitex Development Tools"
0644,0000,"Floppy","TEAC Corp."
0644,0200,"All-In-One Multi-Card Reader CA200/B/S","TEAC Corp."
0644,1000,"CD-ROM Drive","TEAC Corp."
0644,800d,"TASCAM Portastudio DP-01FX","TEAC Corp."
0644,800e,"TASCAM US-122L","TEAC Corp."
0644,801d,"TASCAM DR-100","TEAC Corp."
0644,8021,"TASCAM US-122mkII","TEAC Corp."
0644,d001,"CD-R/RW Unit","TEAC Corp."
0644,d002,"CD-R/RW Unit","TEAC Corp."
0644,d010,"CD-RW/DVD Unit","TEAC Corp."
0647,0100,"ARC SpectraPro UV/VIS/IR Monochromator/Spectrograph","Acton Research Corp."
0647,0101,"ARC AM-VM Mono Airpath/Vacuum Monochromator/Spectrograph","Acton Research Corp."
0647,0102,"ARC Inspectrum Mono","Acton Research Corp."
0647,0103,"ARC Filterwheel","Acton Research Corp."
0647,03e9,"Inspectrum 128x1024 F VIS Spectrograph","Acton Research Corp."
0647,03ea,"Inspectrum 256x1024 F VIS Spectrograph","Acton Research Corp."
0647,03eb,"Inspectrum 128x1024 B VIS Spectrograph","Acton Research Corp."
0647,03ec,"Inspectrum 256x1024 B VIS Spectrograph","Acton Research Corp."
064b,0165,"Blackfin 535 [ADZS HPUSB ICE]","Analog Devices, Inc. (White Mountain DSP)"
064e,2100,"Sony Visual Communication Camera","Suyin Corp."
064e,3410,"RGBIR Camera","Suyin Corp."
064e,9700,"Asus Integrated Webcam","Suyin Corp."
064e,a100,"Acer OrbiCam","Suyin Corp."
064e,a101,"Acer CrystalEye Webcam","Suyin Corp."
064e,a102,"Acer/Lenovo Webcam [CN0316]","Suyin Corp."
064e,a103,"Acer/HP Integrated Webcam [CN0314]","Suyin Corp."
064e,a110,"HP Webcam","Suyin Corp."
064e,a114,"Lemote Webcam","Suyin Corp."
064e,a116,"UVC 1.3MPixel WebCam","Suyin Corp."
064e,a127,"HP Integrated Webcam","Suyin Corp."
064e,a136,"Asus Integrated Webcam [CN031B]","Suyin Corp."
064e,a219,"1.3M WebCam (notebook emachines E730, Acer sub-brand)","Suyin Corp."
064e,c107,"HP webcam [dv6-1190en]","Suyin Corp."
064e,c335,"HP TrueVision HD","Suyin Corp."
064e,d101,"Acer CrystalEye Webcam","Suyin Corp."
064e,d213,"UVC HD Webcam","Suyin Corp."
064e,d217,"HP TrueVision HD","Suyin Corp."
064e,e201,"Lenovo Integrated Webcam","Suyin Corp."
064e,e203,"Lenovo Integrated Webcam","Suyin Corp."
064e,e258,"HP TrueVision HD Integrated Webcam","Suyin Corp."
064e,e263,"HP TrueVision HD Integrated Webcam","Suyin Corp."
064e,f102,"Lenovo Integrated Webcam [R5U877]","Suyin Corp."
064e,f103,"Lenovo Integrated Webcam [R5U877]","Suyin Corp."
064e,f207,"Lenovo EasyCamera Integrated Webcam","Suyin Corp."
064e,f209,"HP Webcam","Suyin Corp."
064e,f300,"UVC 0.3M Webcam","Suyin Corp."
064f,03e9,"CmStick (MSD, article no. 1001-xx-xxx)","WIBU-Systems AG"
064f,03f2,"CmStick/M (MSD, article no. 1010-xx-xxx)","WIBU-Systems AG"
064f,03f3,"CmStick/M (MSD, article no. 1011-xx-xxx)","WIBU-Systems AG"
064f,0bd7,"Wibu-Box/U (article no. 3031-xx-xxx)","WIBU-Systems AG"
064f,0bd8,"Wibu-Box/RU (article no. 3032-xx-xxx)","WIBU-Systems AG"
064f,2af9,"CmStick (HID, article no. 1001-xx-xxx)","WIBU-Systems AG"
064f,2b03,"CmStick/M (HID, article no. 1011-xx-xxx)","WIBU-Systems AG"
064f,5213,"CmStick/M (COMPOSITE, article no. 1011-xx-xxx)","WIBU-Systems AG"
0654,0005,"Device Bay Controller","Granite Microsystems, Inc."
0654,0006,"Hub","Granite Microsystems, Inc."
0654,0007,"Device Bay Controller","Granite Microsystems, Inc."
0654,0016,"Hub","Granite Microsystems, Inc."
0658,0200,"Aeotec Z-Stick Gen5 (ZW090) - UZB","Sigma Designs, Inc."
065a,0001,"Opticon OPR-2001 / NLV-1001 (keyboard mode)","Optoelectronics Co., Ltd"
065a,0009,"NLV-1001 (serial mode) / OPN-2001 [Opticon]","Optoelectronics Co., Ltd"
0663,0103,"CobraPad","Topmax Electronic Co., Ltd"
0664,0301,"Groovy Technology Corp. GTouch Touch Screen","ET&T Technology Co., Ltd."
0664,0302,"Groovy Technology Corp. GTouch Touch Screen","ET&T Technology Co., Ltd."
0664,0303,"Groovy Technology Corp. GTouch Touch Screen","ET&T Technology Co., Ltd."
0664,0304,"Groovy Technology Corp. GTouch Touch Screen","ET&T Technology Co., Ltd."
0664,0305,"Groovy Technology Corp. GTouch Touch Screen","ET&T Technology Co., Ltd."
0664,0306,"Groovy Technology Corp. GTouch Touch Screen","ET&T Technology Co., Ltd."
0664,0307,"Groovy Technology Corp. GTouch Touch Screen","ET&T Technology Co., Ltd."
0664,0309,"Groovy Technology Corp. GTouch Touch Screen","ET&T Technology Co., Ltd."
0665,5161,"USB to Serial","Cypress Semiconductor"
0667,0fa1,"TD-U8000 Tape Drive","Aiwa Co., Ltd"
066b,0105,"SCM eUSB SmartMedia Card Reader","Linksys, Inc."
066b,010a,"Melco MCR-U2 SmartMedia / CompactFlash Reader","Linksys, Inc."
066b,200c,"USB10TX","Linksys, Inc."
066b,2202,"USB10TX Ethernet [pegasus]","Linksys, Inc."
066b,2203,"USB100TX Ethernet [pegasus]","Linksys, Inc."
066b,2204,"USB100TX HomePNA Ethernet [pegasus]","Linksys, Inc."
066b,2206,"USB Ethernet [pegasus]","Linksys, Inc."
066b,2207,"HomeLink Phoneline 10M Network Adapter","Linksys, Inc."
066b,2211,"WUSB11 802.11b Adapter","Linksys, Inc."
066b,2212,"WUSB11v2.5 802.11b Adapter","Linksys, Inc."
066b,2213,"WUSB12v1.1 802.11b Adapter","Linksys, Inc."
066b,2219,"Instant Wireless Network Adapter","Linksys, Inc."
066b,400b,"USB10TX","Linksys, Inc."
